"tree_species_uuid","tree_species_name","collection","speciesable_id","speciesable_type","project_uuid","project_name","framework_key"
"8379cd80-285c-4597-b8c7-55a44af04727",Licania arborea,tree-planted,807,App\Models\V2\Projects\Project,"0c9b0b33-94e9-46d3-b8e8-c26bc70e76d7",Restauración del Área de Protección de Recursos Naturales La Frailescana,ppc
a4830988-2020-4f7a-b0b0-4f9d66f02019,Acacia caven,tree-planted,807,App\Models\V2\Projects\Project,"0c9b0b33-94e9-46d3-b8e8-c26bc70e76d7",Restauración del Área de Protección de Recursos Naturales La Frailescana,ppc
"80b00fc7-0756-48d9-88db-f5efb2b507dd",Acnistus arborescens,tree-planted,840,App\Models\V2\Projects\Project,ebf3e80c-0dac-4aac-97cc-070fd6155966,Cooperativa Canteiros - Flagship,ppc
"5d38dcdb-2e45-4e74-b922-1ff3a2039333",Manilkara bella,tree-planted,840,App\Models\V2\Projects\Project,ebf3e80c-0dac-4aac-97cc-070fd6155966,Cooperativa Canteiros - Flagship,ppc
"4f29bedd-5e5c-4f9b-87b6-358c69376c10",Copaiba Langsdorffii,tree-planted,840,App\Models\V2\Projects\Project,ebf3e80c-0dac-4aac-97cc-070fd6155966,Cooperativa Canteiros - Flagship,ppc
caf061ef-4968-46a9-a2c1-db22ff1ff0b9,Heliocarpus popayanensis,tree-planted,840,App\Models\V2\Projects\Project,ebf3e80c-0dac-4aac-97cc-070fd6155966,Cooperativa Canteiros - Flagship,ppc
ad809948-588d-4cac-8aa4-ca77d42d9980, Swartzia acutifolia ,tree-planted,845,App\Models\V2\Projects\Project,"11547621-c474-4cbd-8ef9-846b7c6f5206",Primaflora - Flagship,ppc
d94304a5-2e68-46ab-9522-a105b08f2694,Ficus ,tree-planted,876,App\Models\V2\Projects\Project,"2528379a-1408-405a-b4ee-49116760bdaf",Restoring Marmanet Forest Ecosystem,enterprises
"7860a24d-4eac-4585-b537-f774dca94063",Erythrina ,tree-planted,876,App\Models\V2\Projects\Project,"2528379a-1408-405a-b4ee-49116760bdaf",Restoring Marmanet Forest Ecosystem,enterprises
"837cbb3b-499b-4cc3-9cfe-77ad38398c41",Theobroma cacao,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
a1d7e06d-c2fa-4225-8900-19bc3d137f08,Mauritia flexuosa L. f.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
"90596199-283c-412b-99d4-231cc57aff28",Cecropia pachystachya Trécul,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
cdd1bc7f-f25b-42cd-ad47-ce60e1076884,Platonia insignis Mart.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
"22d62590-3c28-4487-bf9f-a3ad8b1bc971",Moringa oleifera Lam.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
da9c2595-5909-4962-b857-d76a359afa80,Spondias mombin L.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
e8ab75ec-44c0-4309-8e85-65e9ed06f79a,Ceiba pentandra (L.) Gaertn.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
"87f8c1e4-4628-42ac-81ff-9a40e008dff6",Amburana acreana (Ducke) A.C.Sm.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
e04eda95-319b-4402-a1f8-98a613d482c8,Dipteryx odorata (Aubl.) Willd.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
"78757531-0004-44b2-80f6-887e4c3ff68d",Copaifera reticulata Ducke,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
"9fd2188e-c5ab-4930-8077-17cd8939ab37",•	Ochroma pyramidale (Pau-de-balsa) ,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
"571d070a-1ccc-4569-ad36-4ae237ddeaa7",Parkia nitida Miq.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
"332d1d73-6a79-4907-9af5-c3e660781108",Caryocar spp.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
"47d3fe66-e0c4-4f47-bc9b-6316281a348b",•	Trema micrantha (Candiuva) ,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
cafc4e15-839c-43f4-ad79-b2027e8a5fb0,Ochroma pyramidale (Cav. ex Lam.) Urb.,tree-planted,919,App\Models\V2\Projects\Project,fd46ee20-81d3-48d6-a7f1-cb2f3845a297,"PLANTANDO ÁRVORES, RESTAURANDO VIDAS  NO PA 26 DE MARÇO.",fundo-flora-1
"052896b1-75da-4a0a-abbc-a39a57b46369",Musa spp,tree-planted,920,App\Models\V2\Projects\Project,"27f7e739-89a2-4fb7-b279-258e0e6bbd6b",Restaura Castanhal – Mulheres e Jovens Unidos na Restauração Florestal Amazônica,fundo-flora-1
b8fb8d08-90d9-415d-8acf-b9ec1f22f8d9,Lista segue anexa na Etapa 8,tree-planted,921,App\Models\V2\Projects\Project,"2170d52b-f12a-457d-935e-97c9a9ba9c7b",Viveiro de Mudas Nativas de Parauapebas,fundo-flora-1
babe2108-3d62-4965-8560-cc8b35fee0d4,Não se Aplica,tree-planted,921,App\Models\V2\Projects\Project,"2170d52b-f12a-457d-935e-97c9a9ba9c7b",Viveiro de Mudas Nativas de Parauapebas,fundo-flora-1
e378faa0-5607-402c-a135-5dd34baf88db,Hymeneae courbaril,tree-planted,922,App\Models\V2\Projects\Project,"09dceead-8b34-455b-ae94-9c9c3be0d3bb",Rede Saf's: Sustentabilidade e Agroflorestas,fundo-flora-1
"76e3465c-65c9-4549-9c70-68d65544592b",pouteria spp,tree-planted,922,App\Models\V2\Projects\Project,"09dceead-8b34-455b-ae94-9c9c3be0d3bb",Rede Saf's: Sustentabilidade e Agroflorestas,fundo-flora-1
"7410edff-2eaa-4e33-acb9-a6c846b67616",N/A,tree-planted,929,App\Models\V2\Projects\Project,"0f8df0f7-404c-4b7d-a3cc-c7100c869890",Exotic EPZ October 2024,enterprises
